Article,Sentence,Span,Start,End
article762206044,"Wasserman Schultz was defending someone investigators allegedly told her was suspected of cybersecurity violations, despite having resigned from her position as DNC head following a devastating hack during the 2016 election.
","Wasserman Schultz was defending someone investigators allegedly told her was suspected of cybersecurity violations, despite having resigned from her position as DNC head following a devastating hack during the 2016 election",0,223
article762206044,"Despite Wasserman Schultz’s relationship with Awan, in April 2017 — two months after he was banned from the computer network — the IT aide appeared to put the congresswoman at risk.
",,-1,-1
article762206044,"Capitol Police found a laptop with the username RepDWS in a phone booth at midnight along with a copy of Awan’s ID, a letter to prosecutors and a note that said “attorney client privilege,” according to a police report.
",,-1,-1
article762206044,"Awan’s ID caused police to tie it to a criminal suspect and seize it, but the note kept them from looking at it.
",,-1,-1
article762206044,"That led to a tense exchange recorded on video in May 2017, in which Wasserman Schultz threatened the chief of the Capitol Police with “consequences” for not returning the laptop.
",,-1,-1
article762206044,"When he refused, she mulled attempting to restructuring the Capitol Police’s entire board so that her committee would have more leverage over it.
",,-1,-1
article762206044,"House sources told TheDCNF these exchanges were only a public glimpse into numerous such interactions, which were frequently profane, with every official she could buttonhole.
","profane, with every official she could buttonhole",125,174
article762206044,"One source said she also went to the Department of Justice and “made a stink.”
",made a stink,64,76
article762206044,"Wasserman Schultz hired the House’s former top lawyer, Bill Pittard — who had recently quit the House — to try to block prosecutors from seeing evidence, TheDCNF previously reported.Awan obtained legal representation from two lawyers who began their careers in Miami — one with experience in espionage cases and the other a former aide to Hillary Clinton.
",,-1,-1
article762206044,"Wasserman Schultz’ district includes much of Miami.
",,-1,-1
article762206044,"One of Awan’s lawyers told a judge he felt “very strongly” that prosecutors should not be able to look at the RepDWS laptop, mounting an attorney-client privilege argument.
",,-1,-1
article762206044,"Prosecutors did not challenge the argument before the judge.
",,-1,-1
article762206044,"In August 2017, Imran and Hina were charged with four felony counts for gathering up money under allegedly false circumstances before wiring $300,000 to Pakistan in January.
",,-1,-1
article762206044,"Prosecutors said the timing suggests that the Awans had learned of their investigation, which a spokeswoman for Speaker of the House Paul Ryan, AshLee Strong, told TheDCNF was supposed to be secret.
",,-1,-1
article762206044,"Capitol Police “requested that the shared employees be allowed to continue to use their IT credentials until February [2017] because they didn’t want to tip off the employees,” she said.
",,-1,-1
article762206044,"Wasserman Schultz’s brother is a prosecutor in the same office handling the case and has tweeted about it.
",,-1,-1
article762206044,"Gowen said the wire transfer instead had to do with the land deal, which he told the Washington Examiner was “quickly souring.”
",quickly souring,110,125
article762206044,"Wasserman Schultz did not respond to a request for comment.
",,-1,-1
article762340819,"Obama’s Treason: Even Worse Than We Thought
",Treason,8,15
article762340819,"The Washington Free Beacon reported Wednesday that “the Obama administration skirted key U.S. sanctions to grant Iran access to billions in hard currency despite public assurances the administration was engaged in no such action, according to a new congressional investigation.”
",,-1,-1
article762340819,"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”
",even worse,12,22
article762340819,"This revelation comes after the news that came to light in February, that, according to Bill Gertz in the Washington Times, “the U.S. government has traced some of the $1.7 billion released to Iran by the Obama administration to Iranian-backed terrorists in the two years since the cash was transferred.”
",,-1,-1
article762340819,"There is a law that applies to this situation.
",,-1,-1
article762340819,"U.S. Code 2381 says: “Whoever, owing allegiance to the United States, levies war against them or adheres to their enemies, giving them aid and comfort within the United States or elsewhere, is guilty of treason and shall suffer death, or shall be imprisoned not less than five years and fined under this title but not less than $10,000; and shall be incapable of holding any office under the United States.”
",treason,203,210
article762340819,"In a sane political environment, Barack Obama would be tried for treason.
",treason,65,72
article762340819,"Barack Hussein Obama has planted seeds that will be bearing bitter fruit for years, and probably decades, to come.
","for years, and probably decades",73,104
article762340819,"He is, without any doubt, the worst President in American history.
",the worst,26,35
article762340819,"Fillmore, Pierce, Buchanan?
",,-1,-1
article762340819,"Yes, the doughface Presidents made the Civil War inevitable, but worse came later.
",,-1,-1
article762340819,"Grant?
",,-1,-1
article762340819,"Blind to corruption and out of his depth, but there have been worse than he as well.
",Blind to corruption,0,19
article762340819,"Wilson?
",,-1,-1
article762340819,"That black-hearted Presbyterian bigot arguably gave the world Hitler and World War II, so he is definitely in the Final Four.
",black-hearted Presbyterian bigot,5,37
article762340819,"Harding?
",,-1,-1
article762340819,"Nah: his tax cuts and return to “normalcy” got the American economy, and the Twenties, roaring.
",,-1,-1
article762340819,"FDR and LBJ gave us the modern welfare state and dependent classes automatically voting Democrat; the full bill on the damage they did hasn’t yet been presented.
",,-1,-1
