id,span,propaganda
7029,extremely careless,1
7030,"To be sure, the report faulted Comey for deviating from FBI and Justice Department procedures in handling the probe into Hillary Clinton’s use of a private e-mail server while she served as Secretary of State, thereby negatively impacting “the perception of the FBI and the department as fair administrators of justice.” Comey, according to the OIG report, “engaged in ad hoc decision making based on his personal views even if it meant rejecting longstanding Department policy or practice.”",0
7031,emerged in a disappointingly watered-down form,1
7032,salacious,1
7033,"The inspector general made clear when he launched his investigation in January 2017 that “his review will not substitute the OIG's judgment for the judgments made by the FBI or the Department regarding the substantive merits of investigative or prosecutive decisions.""",0
7034,Mr. Horowitz’s report focused on process and procedures.,0
7035,infamous,1
7036,blatantly anti-Trump,1
7037,Mr. McCabe is already the subject of an earlier criminal referral from the OIG for his alleged unauthorized leaks to the media and lying to federal investigators about his media contacts.,0
7038,"The report from the Department of Justice’s Office of the Inspector General (“OIG”) criticized certain actions and decisions of former FBI Director James Comey, together with those of other senior FBI officials who were involved in the probe, including former Deputy FBI Director Andrew McCabe.",0
7039,Such mishandling included violations of Department of Justice standards and FBI protocols.,0
7040,"Department of Justice Inspector General Michael E. Horowitz has released his 500 plus-page report, which purports to shine a light on the mishandling at top levels of the Department of Justice and Federal Bureau of Investigation of the 2016 investigation into Hillary Clinton’s use of a private e-mail server while she served as Secretary of State under former President Obama.",0
7041,FBI IG Report: A Slap On The Wrist,0
7042,our leaders,1
7043,"“Mayors are on the frontlines of America’s gun violence crisis, so it’s no surprise they’re also leading the charge to pass common-sense, life-saving laws,” Everytown President John Fienblatt said in a statement.",0
7044,Gun control advocates including the group Everytown for Gun Safety lauded the move.,0
7045,our communities,1
7046,Red Flag Laws,1
7047,red flag laws,1
7048,You can unsubscribe at any time.,0
7049,Email Sign Up By signing up you agree to receive email newsletters or alerts from POLITICO.,0
7050,"Sign up for POLITICO Playbook and get the latest news, every morning — in your inbox.",0
7051,The most reliable politics newsletter.,0
7052,"Additionally, the group called for steps it said would protect young people — like opposing letting teachers and other non-law enforcement personnel be armed in K-12 schools — and cited incidents like February’s mass shooting at Marjory Stoneman Douglas High School in Parkland, Florida, as impetus for its push.",0
7053,"“The U.S. Conference has a 50-year history of formally adopting and aggressively promoting strong policies to reduce gun violence, all consistent with its support for the Second Amendment to the Constitution,” the group said.",0
7054,Story Continued Below,0
7055,"The conference is advocating measures to strengthen the regulation of gun sales and dealers, as well as ban assault weapons and large-capacity magazines.",0
7056,The bipartisan U.S. Conference of Mayors passed a series of resolutions calling for more gun control measures during the group's annual meeting in Boston this week.,0
7057,| M. Spencer Green/AP Photo Conference of Mayors passes resolutions favoring gun control,0
7058,Red Flag Laws save lives,1
7059,Conference of Mayors passes resolutions favoring gun control,0
7060,Catholic,1
7061,"I realize it’s a challenge, but few challenges have greater payoffs in this world or the next.",0
7062,"Friends, please give serious thought and prayer to home-schooling your children.",0
7063,Perhaps this video from a couple of years ago will be useful to those considering home-schooling this fall:,0
7064,Here's an example of his work:,0
7065,"My son will be a junior this fall, working on a Mass Communications degree at Franciscan University.",0
7066,Her older sister just finished a semester studying in Austria and will graduate with a double major and a minor degree next spring.,0
7067,And as for our older home-schooled children: My third-eldest child is preparing to head off to college in the fall.,0
7068,couldn't be happier,1
7069,We have a daughter still in high school and three in grade school.,0
7070,"At the moment and personally speaking, my own family’s home-school is going great guns.",0
7071,"REMNANT COMMENT: We here at The Remnant are always eager to promote the home-schooling movement, and this report helps illustrate why.",0
7072,craziness,1
7073,Left-wing social engineering,1
7074,The Left is driving more kids OUT of public schools,0
7075,violence,1
7076,shootings,1
7077,revolution,1
7078,"We’re dealing with probably between 1,200 and 1,400 calls and emails per month, and prior to that it was 600 to 700.”",0
7079,"“In the last couple of months, our numbers have doubled.",0
7080,shooting,1
7081,swamped,1
7082,"The paper noted that “the phones started ringing at the Texas Home School Coalition, and they haven’t stopped yet.”",0
7083,school shooting,1
7084,"According to a 33-year-long study conducted by the National Home Education Research Institute in Oregon, the top three reasons that parents choose homeschooling are a desire to provide religious instruction or different values than those offered in public schools; dissatisfaction with the academic curriculum, and worries about the school environment.",0
7085,School Violence,1
7086,Click here to listen to this interview.,0
7087,horrific examples ,1
7088,hang him from the rafters ,1
7089,"DB: Yes, and the thanks he got was seven years in solitary confinement.",0
7090,shocking information ,1
7091,There weren’t the cameras around.,0
7092,Vietnam was meant to be the open war but really it wasn’t.,0
7093,JP: That kind of thing is not uncommon.,0
7094,DB: And who can forget the release of the “collateral murder” footage by Chelsea Manning?,0
7095,"The enemy to great power is not the likes of the Taliban, it is us",1
7096,and put flesh on the expression ,1
7097,This is critical information because it tells us how power works and we will never learn about it otherwise.,0
7098,But he should also have made a huge number of friends.,0
7099,You can see why Julian made enemies.,0
7100,"That’s when, on Clinton’s watch, we learned that the NSA was gathering personal information on members of the United Nations Security Council, including their credit card numbers.",0
7101,They had a right ,1
7102,They had a right to find out from the so-called “War Logs” the criminality of our wars in Afghanistan and Iraq.,0
7103,It has given people the information they have a right to have.,0
7104,WikiLeaks has done that all over the world.,0
7105,It is intervention in another country’s affairs.,0
7106,The word “meddling” doesn’t apply to the kind of action implied in this document.,0
7107,It also reminds us that so-called “meddling” by Russia in the U.S. is just nonsense.,0
