id,span,propaganda,sequence_size,qm_size,em_size,ner_person,ner_organization,ner_country,sentiment,polarity,subjectivity,readability,loaded_language
11397,Marx is the President of the German Bishops’ Conference.,0,56.00,0,0,Marx,,,1.00,0.00,0.00,45.42,0.00
11398,I do not really see any problems there.”,0,40.00,0,0,,,,1.00,-0.10,0.20,80.28,0.00
11399,"However, Marx said on February 3 that homosexual couples need “closer pastoral care” and “one must also encourage priests and pastoral workers to give people in concrete situations [of homosexual unions] encouragement.",0,218.00,0,0,Marx,,,2.00,0.15,0.30,13.62,0.00
11400,They do not proceed from a genuine affective and sexual complementarity” (CCC 2357).,0,84.00,0,0,,,,1.00,0.45,0.67,41.36,0.00
11401,They close the sexual act to the gift of life.,0,46.00,0,0,,,,3.00,0.50,0.83,95.17,0.00
11402,The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law.,0,193.00,0,0,,,,1.50,0.03,0.33,25.12,0.00
11403,"Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.”",0,263.00,0,0,,Church,,1.00,0.40,0.70,29.86,0.00
11404,homosexuality always contradicts the Will of God,1,48.00,0,0,,,,2.00,0.00,0.00,5.15,0.00
11405,"“The Church is in its pastoral care bound to Holy Scripture and to its interpretation through the Church’s Magisterium,” wrote Cordes.",0,134.00,0,0,Cordes,Church,,1.00,0.00,0.00,67.08,0.00
11406,Dr. Maike Hickson translated it at One Peter Five.,0,50.00,0,0,Maike Hickson,One Peter Five,,1.00,0.00,0.00,79.26,0.00
11407,"Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,”",1,81.00,0,0,Marx,,,1.00,0.10,0.38,50.84,0.00
11408,"GERMANY, February 8, 2018 (LifeSiteNews) – Cardinal Paul Josef Cordes criticized fellow German Cardinal Reinhard Marx’s suggestion that Catholic priests should consider “blessing” same-sex relationships liturgically.",0,216.00,0,0,"Paul Josef Cordes, Reinhard Marx",,GERMANY,1.00,0.00,0.05,11.25,0.00
11409,NewsCatholic Church,0,19.00,0,0,,NewsCatholic Church,,2.00,0.00,0.00,77.91,0.00
11410,German cardinal: liturgical ‘blessing’ for gay unions is ‘truly…sacrilegious’,0,77.00,0,0,,,,1.00,0.21,0.29,11.58,0.00
11411,"Time will tell, but I remain skeptical, as in the end, all we ever get is excuses rather than justice.",0,102.00,0,0,,,,1.00,-0.50,0.50,68.10,0.00
11412,Are we about to see a serious shakedown in all of this?,0,55.00,1,0,,,,2.00,-0.33,0.67,84.68,0.00
11413,"There is also substantial documentation that was discovered in Oregon that relates to this deal during the Oregon occupation in 2016, which got zero coverage in the mainstream media.",0,182.00,0,0,,,,1.00,0.00,0.00,33.58,0.00
11414,"All of this then goes back to things we have pointed out with ranchers in the western united States and how this impacts them, as well as the land grabs that are unconstitutionally orchestrated by the DC government and the Bureau of Land Management.",0,249.00,0,0,,Bureau of Land Management,united States,1.00,0.00,0.00,43.74,0.00
11415,"""disaster"" potential witness",1,28.00,0,0,,,,1.00,0.00,1.00,-24.64,0.00
11416,"To thank him for his service, Campbell was paid $51,000 by FBI officials at a 2016 celebration dinner in Chrystal City",0,118.00,0,0,"his, him","Campbell, FBI",,1.00,0.00,0.00,67.08,0.00
11417,"The Obama FBI knew about the bribery scheme, yet the administration still approved the Uranium One deal.",0,104.00,0,0,,Obama FBI,,1.00,0.00,0.00,62.68,0.00
11418,of bribe money related to the Uranium One deal being stuffed into suitcases.,0,76.00,0,0,,,,1.00,0.00,0.40,49.82,0.00
11419,Campbell claims to have video evidence of bribe money related to the Uranium One deal being stuffed into suitcases.,0,115.00,0,0,,Campbell,,1.00,0.00,0.40,52.19,0.00
11420,""" He collected over 5,000 documents and briefs over a six year period, some of which detail efforts by Moscow to route money to the Clinton Foundation",0,150.00,0,0,"He, Clinton",,,1.00,0.00,0.00,53.55,0.00
11421,"while Robert Mueller was the Director of the FBI Campbell was required by the Russians, under threat, to launder large sums of money - which allowed the FBI to uncover a massive Russian ""nuclear money laundering apparatus """,0,223.00,0,0,Robert Mueller,"FBI Campbell, FBI",,1.00,0.07,0.48,34.94,0.00
11422,Campbell was a highly valued CIA and FBI asset deeply embedded in the Russian nuclear industry while Robert Mueller was the Director of the FBI,0,143.00,0,0,"Campbell, Robert Mueller","CIA, FBI",,1.00,0.05,0.31,54.56,0.00
11423,"Undercover FBI informant William Campbell has given written testimony to Congressional investigators after an ""iron clad"" gag order was lifted in October",0,153.00,0,0,William Campbell,"Congressional, FBI",,1.00,0.00,0.00,15.31,0.00
11424,We also know the following about Campbell:,0,42.00,0,0,Campbell,,,2.00,0.00,0.10,64.37,0.00
11425,"The indictment includes allegations against Lambert based on his role in effectuating the criminal scheme with Condrey, Mikerin, and others.",0,140.00,0,0,"Condrey, Mikerin, his, Lambert",,,1.00,-0.40,0.55,34.26,0.00
11426,Mikerin is currently serving a sentence of 48 months in prison and Condrey is awaiting sentencing.,0,98.00,0,0,"Mikerin, Condrey",,,1.00,0.00,0.40,55.24,0.00
11427,"In June 2015, Lambert’s former co-president, Daren Condrey, pleaded guilty to conspiracy to violate the FCPA and commit wire fraud, and Vadim Mikerin pleaded guilty to conspiracy to commit money laundering involving violations of the FCPA.",0,239.00,0,0,"Daren Condrey, Lambert, Vadim Mikerin",FCPA,,1.00,-0.33,0.67,18.02,0.00
11428,"The indictment also alleges that Lambert and others caused Transportation Corporation A to overbill TENEX by building the cost of the corrupt payments into their invoices, and TENEX thus overpaid for Transportation Corporation A’s services.",0,240.00,0,0,Lambert,"Transportation Corporation, TENEX",,1.00,-0.50,1.00,27.49,0.00
11429,"Lambert and others also allegedly used code words like “lucky figures,” “LF,” “lucky numbers,” and “cake” to describe the payments in emails to the Russian official at his personal email account.",0,195.00,0,0,"his, Lambert",,,1.00,0.11,0.41,48.47,0.00
11430,purportedly,1,11.00,0,0,,,,2.00,0.00,0.00,-132.59,0.00
11431,"According to the DOJ: According to the indictment, beginning at least as early as 2009 and continuing until October 2014, Lambert conspired with others at “Transportation Corporation A” to make corrupt and fraudulent bribery and kickback payments to offshore bank accounts associated with shell companies, at the direction of, and for the benefit of, a Russian official, Vadim Mikerin, in order to secure improper business advantages and obtain and retain business with TENEX.",0,476.00,0,0,"Vadim Mikerin, Lambert","Transportation Corporation, DOJ, TENEX",,1.00,-0.06,0.46,-11.09,0.00
11432,"The charges stem from an alleged scheme to bribe Vadim Mikerin, a Russian official at JSC Techsnabexport (TENEX), a subsidiary of Russia’s State Atomic Energy Corporation and the sole supplier and exporter of Russian Federation uranium and uranium enrichment services to nuclear power companies worldwide, in order to secure contracts with TENEX.",0,346.00,0,0,Vadim Mikerin,"State Atomic Energy Corporation, JSC Techsnabexport, TENEX","Russia, Russian Federation",1.00,0.06,0.19,1.78,0.00
11433,"Lambert, 54, was charged with one count of conspiracy to violate the Foreign Corrupt Practices Act (FCPA) and to commit wire fraud, seven counts of violating the FCPA, two counts of wire fraud and one count of international promotion money laundering.",0,251.00,0,0,Lambert,FCPA,,1.00,-0.21,0.38,29.86,0.00
11434,"Sadly, it did not include former Secretary of State Hillary Clinton, but rather former DoD intelligence analyst-turned uranium transportation executive Mark Lambert of Mount Airy, Maryland.",0,189.00,0,0,"Hillary Clinton, Mark Lambert",,,1.00,-0.17,0.33,28.17,0.00
11435,"On Friday, the Justice Department unsealed an 11-count indictment concerning the Uranium One scandal.",0,101.00,0,0,,Justice Department,,1.00,0.00,0.00,31.89,0.00
11436,"In January, I reported:",0,23.00,0,0,,,,2.00,0.00,0.00,33.58,0.00
11437,Campbell's work has resulted in real justice being administered.,0,64.00,0,0,,Campbell,,3.00,0.20,0.30,28.50,0.00
11438,They are somewhere in the White House sewer system.,0,51.00,0,0,,,,2.00,0.00,0.00,87.72,0.00
11439,"Of course, we know what Obama did with his daily briefings.",0,59.00,0,0,"his, Obama",,,2.00,0.00,0.00,77.23,0.00
11440,"In fact, Campbell had been told by his FBI handlers that his work had made it at least twice into President Obama’s classified presidential daily briefings.",0,156.00,0,0,"his, Obama","Campbell, FBI",,1.00,-0.15,0.20,53.55,0.00
11441,"Senior members of the FBI, Department of Treasury, Department of Energy and Department of Justice were also briefed on Campbell’s information and were apprised of the various facets pertaining to Russia’s acquisition of the Canadian company.",0,241.00,0,0,,"Campbell, Department of Energy and Department of Justice, FBI, Department of Treasury",Russia,1.00,0.00,0.50,9.56,0.00
11442,"He had given the FBI irrefutable evidence showing how contracts obtained from the same Russian energy company Tenex, were based on contract bribery and other nefarious actions, he said.",0,185.00,0,0,"He, he","Tenex, FBI",,1.00,-0.04,0.17,42.04,0.00
11443,"Those transfers, which were made in bulk $50,000 sums and at times delivered in cash, occurred between senior executives of the American transportation company and the Russian executives connected to Rosatom.",0,208.00,0,0,,,,1.00,0.00,0.00,31.55,0.00
11444,"His response was a smile and shoulder shrug.” But Campbell had provided the FBI with evidence of the criminal network and delivered the information to the FBI, which was monitoring his work as an informant and approving his transfer of bribery money to the Russians.",0,266.00,0,0,"His, his","Campbell, FBI",,2.00,-0.05,0.33,25.80,0.00
11445,"I asked Vadim (Mikerin) if they felt there was a serious problem, and would they adhere to sanctions and western opinion.",0,121.00,0,0,"Mikerin, Vadim",,,1.00,-0.17,0.33,67.08,0.00
11446,"equipment, consulting.",0,22.00,0,0,,,,2.00,0.00,0.00,-6.70,0.00
11447,"I do not even raise the subject of TVEL to our friends, but occasionally they speak of it and always in a guarded manner.” In the briefs, he informed the FBI that “occasionally someone will mention having been in Iran but usually it is long after the fact.” And when he asked the Russians about these connections, he stated that they “occasionally speak of the relationship, i.e.",0,379.00,0,0,he,FBI,Iran,1.33,0.03,0.28,11.93,0.00
11448,"He stated in his brief that while spending time with the Russian executives from both Rosatom and Tenex, that any mention of “TVEL is a subject that is serious to all when mentioned.",0,182.00,0,0,"his, He",Tenex,,3.00,-0.12,0.33,54.90,0.00
11449,"Fabricated assemblies require sophisticated engineering and are arranged inside the reactor with the help and consult of TVEL.” Campbell informed the FBI of the close relationship between TVEL and TENEX, both a part of the Rosatom group.",0,237.00,0,0,,"TVEL, Campbell, TENEX, FBI",,2.50,0.25,0.88,25.46,0.00
11450,“They (TVEL) continue to assist with construction consult and fabricated assemblies to supply the reactor.,0,106.00,0,0,,,,1.00,0.00,0.75,22.41,0.00
11451,TVEL is a Russian nuclear fuel cycle company headquartered in Moscow.,0,69.00,0,0,,TVEL,,1.00,0.00,0.00,26.47,0.00
11452,"“TENEX continues to supply Iran with fuel through their Russian company TVEL,” stated Campbell in a 2010 brief provided to the FBI.",0,131.00,0,0,,"TVEL, Campbell, TENEX, FBI",Iran,1.00,0.00,0.17,57.61,0.00
11453,"At the time, Rosatom was seeking the approval to purchase the Canadian mining company Uranium One.",0,98.00,0,0,Rosatom,,,1.00,0.00,0.00,55.24,0.00
11454,"In an April 16, 2010, summary brief provided to his former FBI handlers and obtained by this reporter, he stressed his deep concerns about Tenex, a wholly owned subsidiary of the Russian state nuclear arm Rosatom and its ongoing work to provide Iran with the technology needed for its nuclear reactor program.",0,309.00,0,0,"his, he","Tenex, FBI",Iran,1.00,0.00,0.18,27.16,0.00
11455,"According to Campbell Russia provided the resources necessary for the nation’s nuclear reactors, despite promises that they were not sharing such technology with Iran.",0,167.00,0,0,,Campbell Russia,Iran,1.00,0.00,0.75,30.20,0.00
11456,"Campbell testified before numerous Congressional investigators that his extensive counterintelligence work on Russia and stated that during his time as an informant, he obtained information that Russia was continuing to aid the Iranian government.",0,247.00,0,0,"his, Campbell, he",,Russia,1.00,0.00,0.42,-5.34,0.00
11457,"On Wednesday, he shared with the committee information he provided to the FBI and has in the past described his frustration with the Obama administration’s failure to stop Russia’s nuclear giant from purchasing 20 percent of American uranium mining assets.",0,256.00,0,0,"his, he, Obama",FBI,Russia,1.00,-0.14,0.39,13.96,0.00
11458,"In a lengthy report by Award-winning National Security/War Correspondent Sara Carter, she pointed out that following:",0,117.00,0,0,"she, Sara Carter",,,1.00,0.00,0.10,29.86,0.00
11459,They were so confident in that that they even had him open up the new office because they were planning on the kind of business they were going to do as soon as CFIUS approved it.”,0,180.00,0,0,him,CFIUS,,3.00,0.31,0.67,68.78,0.00
11460,"While Democrats have unsurprisingly questioned Campbell's credibility, Campbell's attorney Victoria Toensing told Sean Hannity, “[The Russians] were so confident that they told Mr. Campbell with the Clinton’s help, it was a shoo-in to get CFIUS [The Committee on Foreign Investment in the United States] approval.",0,313.00,0,0,"Clinton, Campbell, Sean Hannity, Victoria Toensing","Committee on Foreign Investment, Campbell, CFIUS",United States,1.00,0.19,0.48,40.18,0.00
11461,"The sale gave the Russians control of part of the US uranium supply, thus why I reference a case could be made for treason.",0,123.00,0,0,,,US,1.00,0.00,0.00,72.50,0.00
11462,"In case you are unfamiliar with Uranium One, it is a Canadian mining company whose sale to a Russian firm was approved in 2010.",0,127.00,0,0,,,,1.00,-0.10,0.20,55.58,0.00
11463,They added their lobbying for Russia did not involve Uranium One but rather focused on regulatory issues aimed at helping Russia better compete for nuclear fuel contracts inside the United States.,0,196.00,0,0,,,"Russia, United States",1.00,0.50,0.50,31.55,0.00
